respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed,b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_phmsev_dur2,sigma_u,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
1207,58,Female,Muslim,Married,No,None,2,NA,,20260909002,-3.46771,-0.918372,-0.843417,-1.60353,-3.24296,-0.384493,-0.256068,-0.0805638,-0.0375521,-0.34049,2.16047,0.592633,0.109009,0.607823,2.5768,3.13568,0.623789,0.899486,1.06581,3.02989,-0.0171154,0.022103,0.0593131,0.316151,-0.252314,-1.04419,-1.70668,-4.02365,-0.0103216
1208,48,Male,Christian,Married,No,None,2,4,Conspiracy Ideation,20260909002,-3.41988,-1.02838,-0.751436,-1.36307,-3.40271,-0.137023,0.0539361,0.162207,0.144783,0.168995,2.45001,0.841893,0.0243241,0.423313,2.6896,3.2553,0.840251,0.883827,0.925341,3.06996,-0.0158596,0.0224508,0.0869788,0.269766,-0.286089,-1.12781,-1.62528,-3.96651,-0.100808
1209,82,Female,Not answered,Widowed,No,None,4,NA,,20260909002,-3.42978,-0.896816,-0.744979,-1.41648,-3.08883,-0.209828,-0.0349819,0.0546501,-3.15066e-4,-0.0171115,2.31865,0.584467,0.0213661,0.577346,2.45136,3.36119,0.722344,0.786493,0.858024,2.86853,-0.0157831,0.0236685,-0.0381049,0.25385,-0.287346,-1.10619,-1.64551,-3.98062,-0.116699
1210,41,Female,No religion,Married,No,Long COVID,1,NA,,20260909002,-3.87888,-1.24726,-1.06403,-1.74758,-3.41604,-0.1621,-0.0863034,-0.00811691,0.0121638,0.0654306,2.82021,1.14234,0.414229,0.774331,2.83625,3.50937,0.908951,1.21156,1.2624,2.86971,-0.0157285,0.0226341,0.00485944,0.266548,-0.288408,-1.04593,-1.7024,-3.95889,-0.0791898
1211,22,Female,No religion,Single,No,None,3,NA,,20260909002,-3.21947,-0.987553,-0.73231,-1.24359,-3.53028,-0.243765,-0.0245913,0.0248971,0.0979707,0.131062,2.07001,0.675126,0.162478,0.434217,2.72408,3.14993,0.822028,0.929008,0.823163,3.03935,-0.0154892,0.0212288,0.0387107,0.198608,-0.258426,-1.10187,-1.5632,-3.86373,-0.0492637
1212,29,Female,Not answered,Single,Yes,None,4,NA,,20260909002,-3.6189,-1.10068,-0.810843,-1.38933,-3.33547,-0.265225,-0.176452,-0.0698841,-0.33919,-0.402727,2.62361,0.923477,0.120234,0.643941,2.83868,3.65218,0.959675,1.02475,1.13309,2.98801,-0.0158066,0.0242695,0.100576,0.247772,-0.28194,-1.06904,-1.69557,-4.03769,-0.0746573
1213,37,Female,No religion,Married,No,Had COVID,4,NA,,20260909002,-3.45961,-1.03732,-0.690742,-1.4967,-3.35865,-0.174147,0.0218865,0.00665451,0.11147,0.0427176,2.2929,0.717719,0.0655788,0.321526,2.70315,3.15972,0.586508,0.691304,0.797038,2.66692,-0.0153707,0.0236201,0.0807782,0.286235,-0.313022,-1.07594,-1.673,-3.97697,-0.0440713
1214,27,Female,No religion,Married,Yes,Had COVID,1,NA,,20260909002,-3.50183,-0.997655,-0.915245,-1.54445,-3.61089,-0.314754,-0.103698,0.0231042,-0.119095,0.015686,2.46926,0.775486,0.276118,0.793083,2.64397,3.39852,0.615589,0.9978,1.15506,3.15423,-0.0155235,0.0241311,0.0488415,0.255776,-0.271231,-1.0876,-1.68133,-3.97775,-0.100952
1215,67,Male,No religion,Widowed,No,Had COVID,1,NA,,20260909002,-3.15141,-0.841669,-0.671595,-1.3547,-3.08962,-0.301422,-0.0987612,0.0481179,-0.0672301,-0.120233,2.06623,0.617725,0.0774744,0.532381,2.54312,3.02681,0.530325,0.767897,0.929572,2.63059,-0.0151607,0.0223177,0.00243652,0.274315,-0.30881,-1.02263,-1.66264,-3.91684,-0.073366
1216,85,Female,No religion,Divorced,No,Had COVID,4,NA,,20260909002,-3.55321,-1.07555,-0.953058,-1.54756,-3.41903,0.032777100000000003,0.22133,0.234129,0.320312,0.0781587,2.20764,0.663938,0.222757,0.491834,2.78724,3.27817,0.720367,1.02145,1.07182,3.00399,-0.0154331,0.0222623,-0.00799159,0.221085,-0.310843,-1.0522,-1.66503,-3.92804,-0.0914032
1217,38,Male,Christian,Married,No,None,3,NA,,20260909002,-3.39254,-0.780858,-0.740789,-1.32683,-2.97268,-0.157614,-0.0625642,0.117002,0.111307,-0.196717,2.31286,0.651897,0.0172544,0.288489,2.84009,3.20775,0.59207,0.868079,0.936535,2.77683,-0.0165781,0.0219765,0.0530275,0.247364,-0.26848,-1.04659,-1.66931,-3.99671,-0.0699518
1218,62,Female,No religion,Widowed,No,None,1,NA,,20260909002,-3.33622,-0.897396,-0.848546,-1.51543,-3.17328,-0.290582,-0.0578847,0.0678892,5.3121e-4,-0.0567305,2.16727,0.658922,0.206853,0.522582,2.44244,3.23785,0.639603,0.928877,1.06172,2.89138,-0.0163965,0.0225934,0.0516251,0.240011,-0.256973,-1.02872,-1.68399,-3.97681,-0.0777624
1219,35,Female,Muslim,Married,No,None,3,NA,,20260909002,-3.42977,-1.00275,-0.797502,-1.66058,-3.31722,-0.217731,-0.0499139,-0.023788,0.126027,-0.141105,2.20943,0.622531,0.0872798,0.35794,2.64931,3.29072,0.72915,0.900855,1.11907,2.9252,-0.0141816,0.0218477,0.00483781,0.265501,-0.251242,-1.04105,-1.65514,-3.93994,-0.068716
1220,25,Female,No religion,Single,No,Had COVID,1,NA,,20260909002,-3.58745,-0.944416,-0.756717,-1.50684,-3.18595,-0.29926,0.0345021,0.0775462,0.137383,-0.0353009,2.26867,0.49332,-0.138519,0.332083,2.22643,3.64786,0.66961,0.764201,0.992733,2.82777,-0.0164255,0.0238946,0.0547442,0.219809,-0.325978,-1.06126,-1.73738,-3.9958,-0.0309576
1221,60,Female,No religion,Married,No,Had COVID,1,NA,,20260909002,-3.55944,-1.03957,-0.754333,-1.38971,-3.37257,-0.0761479,-0.00517893,0.113693,0.0771181,0.193548,2.26228,0.706557,-0.0295205,0.450213,2.41405,3.41337,0.745386,0.7883,1.01264,2.968,-0.0143255,0.0229923,-0.0366845,0.198254,-0.305079,-1.1008,-1.67738,-3.87433,-0.110344
1222,37,Male,Christian,Married,No,None,3,NA,,20260909002,-3.4999,-0.971711,-0.777009,-1.37816,-3.11994,-0.211701,0.071606,0.0964773,0.0246671,0.202936,2.40135,0.721511,0.0801524,0.308977,2.53059,3.46563,0.696299,0.817282,0.93618,2.72733,-0.0170407,0.0240989,0.00242717,0.304112,-0.334016,-1.10679,-1.67222,-3.90153,-0.0505347
1223,58,Male,Sikh,Divorced,No,Had COVID,1,NA,,20260909002,-3.55012,-1.23026,-0.783898,-1.37009,-3.29875,0.024718,0.163093,0.0532215,0.117402,0.0622838,2.23732,0.813642,0.0637713,0.511396,2.61686,3.29016,0.918047,0.945313,0.947773,2.81907,-0.0152263,0.0226616,0.082374,0.288327,-0.236286,-1.0062,-1.66416,-3.91616,-0.121647
1224,62,Male,No religion,Married,No,None,1,4,Conspiracy Ideation,20260909002,-3.28315,-1.11218,-0.793503,-1.3441,-3.40483,-0.195568,0.0399287,0.00619339,-0.0972873,0.103737,2.0874,0.721846,0.168254,0.420294,2.57381,3.1294400000000002,0.835526,0.86628,1.09951,2.94884,-0.0143739,0.0211536,0.061466,0.21089,-0.331241,-1.10132,-1.62242,-3.92396,-0.0330974
1225,70,Male,Christian,Widowed,No,None,2,NA,,20260909002,-3.49565,-0.951954,-0.80054,-1.45512,-3.52834,-0.271597,-0.156602,-0.0474372,-0.00189343,-0.0878801,2.19352,0.636834,0.0433428,0.429445,2.7652,3.31772,0.597242,0.919383,0.945108,3.0604,-0.0175779,0.0230385,0.0270934,0.201599,-0.236777,-1.01966,-1.68413,-3.98093,-0.0590267
1226,80,Female,Buddhist,Widowed,No,Bereaved,1,NA,,20260909002,-3.70372,-1.24438,-0.96106,-1.9251,-3.42405,-0.315012,0.0161925,0.119036,0.129835,-0.0275284,2.69,0.964612,0.358912,0.925035,2.62557,3.60445,0.986687,0.965133,1.44647,3.16049,-0.0156947,0.0239065,0.0742231,0.29628,-0.279179,-1.06666,-1.67595,-3.95173,-0.0595757
1227,46,Male,Christian,Married,Yes,None,3,NA,,20260909002,-3.70196,-1.21786,-0.963703,-1.42305,-3.5239,-0.152761,0.122592,0.0770461,0.0569637,0.156181,2.65589,0.876371,0.294568,0.689029,2.75591,3.3981,0.677838,0.881617,0.883494,2.79874,-0.015264,0.0230056,0.0175767,0.21537800000000001,-0.277184,-1.11837,-1.68787,-4.01557,-0.0456929
1228,26,Female,No religion,Single,No,Had COVID,3,NA,,20260909002,-3.32891,-0.767471,-0.59693,-1.1847,-2.98079,-0.0640983,-0.197113,-0.122374,9.90957e-4,-0.165093,1.80342,0.30583,-0.048677,0.0307915,2.03334,3.17005,0.673956,0.84836,0.978201,2.70961,-0.0164845,0.0227964,0.0311242,0.245998,-0.270981,-1.08757,-1.62822,-3.88122,-0.0362528
1229,65,Male,No religion,Married,No,Had COVID,1,NA,,20260909002,-3.49285,-0.961809,-0.71038,-1.46875,-3.38775,-0.323642,-0.331856,-0.0275614,0.109211,-0.164394,2.41818,0.943734,0.029760000000000002,0.377662,3.02514,3.2218,0.621403,0.798702,0.927662,2.92341,-0.0155878,0.0223923,-0.00196815,0.225803,-0.310899,-1.06813,-1.68333,-3.9504,-0.0492052
1230,21,Female,Christian,Single,No,Had COVID,1,NA,,20260909002,-3.12917,-0.760523,-0.645848,-1.24334,-3.01598,-0.397715,-0.16839199999999999,-0.0383805,-0.182937,-0.331818,1.8208,0.376008,-0.12743,0.287179,2.34095,2.99666,0.548636,0.820352,0.864122,2.79525,-0.0145915,0.0232323,-0.0107062,0.269152,-0.254144,-1.05251,-1.64,-3.93305,-0.0632548
1231,53,Male,Christian,Separated,No,Had COVID,3,NA,,20260909002,-3.46472,-1.14316,-0.928302,-1.62306,-3.54096,-0.304164,-0.0342099,-0.0882917,-0.0129175,0.0551336,2.23072,0.63118,0.19244,0.439244,2.54644,3.25867,0.736094,0.956062,1.10379,2.97079,-0.0150908,0.0219555,0.0746998,0.299407,-0.285877,-1.09864,-1.65964,-3.97824,-0.0931672
1232,75,Female,Christian,Married,No,None,4,NA,,20260909002,-3.50779,-1.08402,-0.854235,-1.5372,-3.25634,-0.165638,-0.0862971,0.0287695,-0.110284,-0.0834258,2.28354,0.805199,0.0120732,0.618997,2.71742,3.26114,0.754246,0.908421,1.18056,2.67037,-0.0164208,0.0223744,0.07135,0.28712,-0.263763,-1.09509,-1.71183,-4.01369,-0.032726
1233,55,Female,No religion,Married,No,Bereaved,1,NA,,20260909002,-3.48497,-0.845605,-0.8177,-1.49058,-3.17564,-0.08103,-0.0422406,-0.0132401,0.106585,-0.0515429,2.07508,0.443932,0.0979824,0.527869,2.36649,3.1981,0.484034,0.914198,0.880032,2.7632,-0.0160925,0.0234131,0.0890966,0.280366,-0.337203,-1.0909,-1.71311,-3.99025,-0.0602653
1234,52,Male,No religion,Married,No,None,4,NA,,20260909002,-3.47389,-0.921475,-0.705187,-1.20528,-3.36307,-0.168159,-0.176945,-0.0207469,0.121059,-0.382473,2.08881,0.49965,-0.0924385,-0.0668093,2.66539,3.23326,0.83491,0.898019,1.01396,3.15958,-0.0165356,0.0231812,0.0272688,0.192487,-0.262561,-1.04067,-1.69755,-3.95719,-0.0629448
1235,47,Male,Muslim,Married,Yes,Had COVID,4,NA,,20260909002,-3.47748,-1.05239,-0.783958,-1.33982,-3.22613,-0.207632,-0.149832,-0.015456,-0.08996,-0.173573,2.20843,0.634207,0.031063,0.295864,2.41105,3.26446,0.772896,0.888931,0.909872,2.88745,-0.0159767,0.0219641,0.0284603,0.219816,-0.304174,-1.08222,-1.63388,-3.89267,-0.0361843
1236,65,Female,Not answered,Divorced,No,Had COVID,1,NA,,20260909002,-3.28753,-0.834482,-0.797714,-1.34593,-3.13937,-0.401082,-0.207088,0.0300484,-0.101041,-0.098942,2.37557,0.814269,0.265284,0.672672,2.64944,3.16616,0.526215,0.717581,0.817427,2.63184,-0.0154118,0.0226137,-0.0036484,0.22029,-0.295758,-1.0281,-1.6974,-3.916,-0.0433164
1237,60,Female,Christian,Married,Yes,None,1,2,Libertarianism,20260909002,-3.38709,-0.901984,-0.847107,-1.46756,-3.21585,-0.300992,-0.268071,0.0691704,-0.0324316,0.00833128,2.1717,0.594941,0.0685835,0.598209,2.3517,3.22239,0.698246,0.944466,1.10102,2.67657,-0.0158267,0.0230492,0.0679922,0.219851,-0.305232,-1.04677,-1.66458,-3.94523,-0.089645
1238,60,Female,Christian,Divorced,No,Had COVID,1,NA,,20260909002,-3.59741,-1.08397,-0.731382,-1.44058,-3.2677,-0.500957,-0.178936,-0.0743763,-0.26552,-0.185064,2.46001,0.707989,0.0227383,0.383569,2.56719,3.39435,0.661286,0.7816,0.893539,2.62491,-0.0160627,0.0232202,0.0358155,0.249747,-0.341167,-1.09348,-1.66828,-3.92524,-0.0290944
1239,48,Male,Christian,Married,No,Had COVID,4,NA,,20260909002,-3.28672,-0.922159,-0.825377,-1.42836,-3.24299,-0.608633,-0.408572,-0.169132,-0.294014,-0.276922,2.06814,0.560213,0.0762835,0.468824,2.55785,3.16152,0.778446,0.868356,1.09467,2.94971,-0.0146708,0.0211621,-0.0113149,0.265489,-0.280381,-1.08649,-1.6758,-3.91786,-0.058089
1240,58,Female,No religion,Married,No,None,3,4,Conspiracy Ideation,20260909002,-3.33516,-0.976008,-0.812956,-1.287,-3.25382,-0.413075,-0.218937,-0.0362475,-0.114691,-0.146913,2.35351,0.827038,0.245404,0.514978,2.63294,3.26858,0.815279,0.940327,0.975079,3.01465,-0.0156094,0.0212252,0.0580207,0.247212,-0.295821,-1.05079,-1.68153,-3.88881,-0.0587617
1241,69,Female,Christian,Married,No,Long COVID,2,NA,,20260909002,-3.10268,-0.666302,-0.595352,-1.14678,-2.90837,-0.421213,-0.244235,-0.0898684,-0.332464,-0.265717,2.20324,0.527904,0.0919685,0.462972,2.26489,3.19775,0.650491,0.902242,0.890196,2.64733,-0.0148918,0.0216388,0.00910772,0.272051,-0.310834,-1.11409,-1.6201,-3.99045,-0.0307234
1242,71,Male,No religion,Married,No,None,3,NA,,20260909002,-3.39424,-0.707664,-0.670141,-1.39901,-3.02179,-0.318236,-0.212251,0.0379629,-0.0637971,-0.366462,2.15916,0.382455,-0.104067,0.588891,2.39221,3.26594,0.468698,0.785002,0.978455,2.75223,-0.0159729,0.0234222,0.067382,0.240478,-0.283531,-1.12023,-1.65987,-3.99676,-0.0405602
1243,33,Female,Christian,Married,No,Had COVID,3,NA,,20260909002,-3.41965,-0.921387,-0.651724,-1.31127,-3.55236,-0.205868,-0.0462231,0.0422119,0.00786752,0.301463,2.17586,0.542471,-0.0245532,0.208687,2.55338,3.24146,0.655996,0.789054,1.02053,2.98092,-0.0162469,0.0219308,0.0214929,0.250947,-0.273145,-1.07881,-1.60341,-3.96478,-0.0691173
1244,41,Female,Other religion,Married,No,Bereaved,3,NA,,20260909002,-3.44981,-0.88592,-0.82311,-1.34804,-3.2472,-0.311581,-0.154253,0.0041336,-0.0799011,-0.17801,2.35643,0.667543,0.0635508,0.525187,2.74607,3.16663,0.472952,0.790729,0.871704,2.7167,-0.0149768,0.0228681,0.0267776,0.220631,-0.269748,-1.06728,-1.67192,-3.91376,-0.0530525
1245,59,Female,Christian,Single,No,None,2,NA,,20260909002,-3.45961,-1.03732,-0.690742,-1.4967,-3.35865,-0.174147,0.0218865,0.00665451,0.11147,0.0427176,2.2929,0.717719,0.0655788,0.321526,2.70315,3.15972,0.586508,0.691304,0.797038,2.66692,-0.0153707,0.0236201,0.0807782,0.286235,-0.313022,-1.07594,-1.673,-3.97697,-0.0440713
1246,44,Female,Muslim,Married,Yes,None,2,5,Institutional Trust and Technocratic Governance,20260909002,-3.14653,-0.799873,-0.553071,-0.922362,-2.85809,-0.263413,0.0619072,0.0351131,-0.0767189,0.103017,2.17052,0.612561,0.0295664,0.313828,2.26931,3.10666,0.661118,0.744518,0.741233,2.69221,-0.0163274,0.021812,0.030025,0.248703,-0.30946,-1.15005,-1.56717,-3.86202,-0.0854874
1247,52,Female,No religion,Married,No,Bereaved,4,NA,,20260909002,-3.76121,-1.17224,-0.906825,-1.45515,-3.47295,-0.136169,-0.103133,-0.00471182,-0.0439219,-0.107508,2.31791,0.692201,0.169986,0.303856,2.50962,3.42484,0.847221,0.904111,0.998322,2.95669,-0.0158661,0.022986,0.0545513,0.296032,-0.329179,-1.04085,-1.72596,-3.98824,-0.0845157
1248,65,Female,Christian,Widowed,No,Had COVID,3,NA,,20260909002,-3.40144,-0.891949,-0.743742,-1.4709,-2.92134,-0.213689,-0.0815702,-0.0243253,0.130077,0.0661528,2.11846,0.430478,-0.0361254,0.414564,2.12771,3.1038,0.50241,0.84172,1.04827,2.2979,-0.0153675,0.022396,-0.0238981,0.23736,-0.323933,-1.08504,-1.64903,-3.93128,-0.0870923
1249,44,Female,No religion,Married,No,Had COVID,4,NA,,20260909002,-3.35593,-0.959947,-0.805473,-1.4320600000000001,-3.06683,-0.341677,-0.0554922,-0.0229761,-0.0414566,-0.0714343,2.21386,0.559939,0.127381,0.367353,2.17239,3.31231,0.772921,0.942876,1.13473,2.81063,-0.015676,0.0230722,0.00842634,0.266842,-0.312486,-1.14199,-1.65996,-3.91187,-0.0522535
1250,44,Male,No religion,Married,No,Long COVID,1,NA,,20260909002,-3.49944,-1.02932,-0.652489,-1.28331,-3.24692,-0.171843,-0.159836,-0.0225235,-0.0520266,-0.118472,2.14611,0.656933,-0.0583102,0.181294,2.28814,3.18854,0.721594,0.736696,0.799219,2.7379,-0.0166304,0.0236905,0.0864787,0.228104,-0.302722,-1.13972,-1.66021,-3.98847,-0.01038
1251,46,Female,No religion,Married,Yes,None,4,NA,,20260909002,-3.43888,-0.907329,-0.79665,-1.50658,-3.56292,-0.290928,-0.157462,0.0378363,-0.0803072,-0.0881437,2.25346,0.714158,0.0757958,0.638358,3.08435,3.27445,0.576427,0.869446,1.09428,2.96867,-0.0163462,0.0232058,0.0690986,0.279981,-0.293012,-1.05309,-1.69353,-3.98141,-0.0425684
1252,22,Male,No religion,Single,No,Long COVID,3,NA,,20260909002,-3.1122,-0.728627,-0.626387,-1.13172,-2.85099,-0.300186,-0.166325,-0.0299396,-0.183091,-0.0132173,2.02817,0.370292,-0.119269,0.290567,1.83593,3.09585,0.563677,0.764319,0.866939,2.53669,-0.0149721,0.0212494,-0.0263772,0.157389,-0.269214,-1.06387,-1.65442,-3.92354,-0.0730758
1253,26,Male,Christian,Divorced,No,None,2,NA,,20260909002,-3.41211,-1.08775,-0.800829,-1.28887,-3.46007,-0.330106,-0.100713,-0.104469,-0.13551,-0.195344,2.15289,0.721323,0.212834,0.445174,2.6837,3.27004,0.729343,0.995596,0.938747,3.06662,-0.0155431,0.0211168,0.0235027,0.208452,-0.287269,-1.12789,-1.63475,-3.9323,-0.0478893
1254,48,Male,Christian,Single,No,None,3,NA,,20260909002,-3.14653,-0.799873,-0.553071,-0.922362,-2.85809,-0.263413,0.0619072,0.0351131,-0.0767189,0.103017,2.17052,0.612561,0.0295664,0.313828,2.26931,3.10666,0.661118,0.744518,0.741233,2.69221,-0.0163274,0.021812,0.030025,0.248703,-0.30946,-1.15005,-1.56717,-3.86202,-0.0854874
1255,60,Female,No religion,Married,No,None,2,5,Institutional Trust and Technocratic Governance,20260909002,-3.4999,-0.971711,-0.777009,-1.37816,-3.11994,-0.211701,0.071606,0.0964773,0.0246671,0.202936,2.40135,0.721511,0.0801524,0.308977,2.53059,3.46563,0.696299,0.817282,0.93618,2.72733,-0.0170407,0.0240989,0.00242717,0.304112,-0.334016,-1.10679,-1.67222,-3.90153,-0.0505347
1256,73,Female,Christian,Widowed,No,None,2,NA,,20260909002,-3.64752,-1.01526,-0.977073,-1.62031,-3.14258,-0.234611,-0.127383,0.0268922,0.00678492,-0.235925,2.47507,0.787699,0.307201,0.593646,2.79826,3.7258,0.994853,1.22323,1.39729,2.95535,-0.0159841,0.0225431,0.016936,0.27598,-0.291438,-1.08121,-1.67429,-3.95353,-0.0812496
1257,34,Male,Christian,Single,Yes,None,3,NA,,20260909002,-3.62056,-1.18098,-0.872989,-1.7011,-3.27118,-0.368041,-0.182624,-0.163405,-0.164935,-0.534038,2.5098,1.01179,0.194537,0.749576,2.91605,3.44772,0.768681,1.00796,1.11766,2.85991,-0.0146449,0.022029,-0.0266257,0.240215,-0.292694,-1.05848,-1.6495,-3.87354,-0.0594792
1258,64,Male,Not answered,Married,No,None,3,2,Libertarianism,20260909002,-3.46746,-1.02914,-0.95848,-1.61071,-3.38716,-0.189988,-0.126207,0.0470554,0.0559287,-0.0832464,2.19541,0.755744,0.107978,0.464102,2.72215,3.34473,0.768363,1.04744,1.13189,2.98121,-0.0159583,0.0224879,0.0494405,0.347315,-0.306956,-1.03802,-1.72028,-3.98962,-0.0312003
1259,20,Female,Christian,Single,No,Long COVID,4,NA,,20260909002,-3.10138,-0.759311,-0.677662,-1.08005,-3.02986,-0.445063,-0.150342,-0.090842,-0.200028,-0.165683,1.92034,0.42002,-0.019464,0.274044,2.40693,3.18379,0.627888,0.849195,0.844966,2.78289,-0.0147162,0.0217734,-0.0405583,0.193272,-0.268169,-1.08335,-1.62662,-3.90258,-0.0913456
1260,27,Female,Christian,Married,Yes,Bereaved,2,NA,,20260909002,-3.31152,-0.80055,-0.611565,-1.35499,-3.47102,-0.408532,-0.182074,-0.0157359,-0.124878,0.0144854,2.25166,0.543147,-0.110476,0.425643,2.44672,3.19031,0.427293,0.796931,0.976317,2.83265,-0.0155871,0.0227304,0.0751149,0.237604,-0.281338,-1.13655,-1.62779,-3.98485,-0.0555167
1261,64,Female,Christian,Married,No,Long COVID,3,NA,,20260909002,-3.34389,-0.974813,-0.862847,-1.50773,-3.26373,-0.310345,-0.115393,-0.0522505,-0.0526118,-0.141208,1.9459,0.601969,0.197202,0.533316,2.68906,3.10852,0.706136,0.965517,1.14407,3.0965,-0.0160045,0.0222402,0.0300782,0.271145,-0.294558,-1.05372,-1.70033,-3.91221,-0.0682005
1262,72,Male,Christian,Married,No,None,2,NA,,20260909002,-3.07424,-0.744059,-0.619945,-1.22335,-3.164,-0.638059,-0.439165,-0.140488,-0.422085,-0.331397,2.08068,0.567513,-0.109829,0.410579,2.4135,3.24981,0.734499,0.838311,1.13492,2.88061,-0.0157321,0.0224925,0.0320463,0.267639,-0.233793,-1.08348,-1.61739,-3.91134,-0.0711632
1263,45,Male,No religion,Separated,Yes,None,1,NA,,20260909002,-3.33346,-0.951263,-0.838279,-1.66827,-3.20442,-0.281723,-0.0323502,0.00575392,0.0946993,-0.0577308,2.02949,0.617571,0.118698,0.542793,2.5672,3.08695,0.570658,0.815415,1.09186,2.8875,-0.0156153,0.0215672,0.045577,0.267426,-0.272657,-0.997329,-1.71175,-4.0177,-0.0307569
1264,22,Female,No religion,Single,No,None,1,NA,,20260909002,-3.26485,-0.868339,-0.812521,-1.56445,-3.0484,-0.496416,-0.241859,-0.0474233,-0.128074,-0.275683,2.33157,0.788579,0.14605,0.917419,2.60136,3.30629,0.610991,0.756881,1.09138,2.71273,-0.0137589,0.0221954,0.04112,0.243124,-0.292687,-0.997282,-1.71191,-3.92769,-0.025511
1265,31,Male,Christian,Single,No,None,1,NA,,20260909002,-3.31159,-0.805517,-0.730978,-1.34391,-3.09493,-0.241536,-0.238214,-0.0718347,0.0140404,-0.144265,2.00384,0.439724,-0.106796,0.196079,2.03519,3.22573,0.704017,0.789528,0.833805,2.67809,-0.013605,0.02264,0.0110003,0.168474,-0.283195,-1.028,-1.62807,-3.87093,-0.0538926
1266,37,Female,Christian,Married,Yes,None,2,NA,,20260909002,-3.64355,-1.02065,-0.616931,-1.52641,-3.67278,-0.285674,-0.197619,-0.0682595,-0.200104,0.110034,2.37761,0.750498,-0.039716,0.602106,2.91351,3.47882,0.822188,0.75772,1.1265,3.19648,-0.0170862,0.0232909,0.0254797,0.310645,-0.282346,-1.08293,-1.714,-4.00037,-0.034229
1267,37,Female,No religion,Married,Yes,None,1,NA,,20260909002,-3.66408,-1.06118,-0.715729,-1.42226,-3.60426,-0.131309,-0.046789,0.0358275,0.0215046,0.0722037,2.41233,0.657528,-0.068292,0.290508,2.84977,3.56626,0.819235,0.771601,0.943261,3.0821,-0.015301500000000001,0.0242516,0.00116981,0.315199,-0.286207,-1.10241,-1.64118,-3.90085,-0.0619527
1268,25,Male,Christian,Single,No,None,1,NA,,20260909002,-3.01156,-0.682059,-0.757353,-1.25071,-2.97052,-0.381796,-0.208435,-0.111868,0.0330302,-0.11155,1.70824,0.322573,0.0425786,0.0392258,1.96899,3.0331,0.463077,0.863694,0.71199,2.43982,-0.0135831,0.0214897,0.053765,0.251481,-0.270862,-1.05014,-1.64422,-3.9133,-0.08726
1269,18,Male,Christian,Single,No,None,4,NA,,20260909002,-3.30035,-0.915973,-0.689696,-1.30234,-3.0994,-0.133921,0.167999,0.0102468,0.111466,-0.185389,2.05033,0.535965,-0.0169926,0.44184,2.35484,2.89453,0.388519,0.883279,0.957699,2.6495,-0.0153028,0.0207722,0.0591566,0.240007,-0.262609,-1.14354,-1.69157,-3.96817,-0.0278493
1270,90,Male,No religion,Married,No,Bereaved,1,NA,,20260909002,-3.17437,-0.828954,-0.880761,-1.26017,-3.0528,-0.44629,-0.356999,0.0121148,-0.228926,-0.284953,1.9364,0.477612,0.128494,0.35854,2.40504,3.28532,0.834697,1.06323,1.05222,2.92563,-0.0157122,0.0221929,0.0547566,0.232973,-0.286259,-1.08064,-1.67456,-3.86423,-0.0718282
1271,76,Male,No religion,Married,No,Had COVID,4,NA,,20260909002,-3.5555,-1.20451,-0.825072,-1.47366,-3.45594,-0.043375,0.0658453,0.126316,-0.106658,0.135213,2.12993,0.733894,-0.0771663,0.45792,2.73297,3.3223,0.902499,0.864625,1.04376,3.01641,-0.016646,0.0228418,0.00224198,0.294318,-0.28059,-1.04241,-1.59192,-3.89668,-0.0152769
1272,49,Female,Christian,Single,No,Had COVID,3,5,Institutional Trust and Technocratic Governance,20260909002,-3.58023,-0.843073,-0.807478,-1.47742,-3.18571,-0.413407,-0.327176,-0.0929747,-0.24675,-0.201062,2.50207,0.744793,0.0654009,0.561019,2.6095,3.41883,0.625316,0.947738,1.03369,3.03701,-0.0156229,0.0223486,0.0800805,0.322422,-0.301137,-1.09098,-1.6999,-3.9719,-0.0369511
1273,61,Male,Muslim,Married,No,None,2,NA,,20260909002,-3.50726,-0.996627,-0.815016,-1.3357,-2.97169,-0.160325,-0.0575872,0.0672068,0.0625821,-0.13841,2.48382,0.710172,0.286471,0.72666,2.17432,3.15354,0.598351,0.794187,0.694892,2.42341,-0.0152587,0.0212737,0.00118542,0.245457,-0.252326,-1.08794,-1.63877,-3.87723,-0.0353373
