respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed,b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_vacdisc,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
839,81,Female,Christian,Married,No,None,2,NA,,20260909002,-9.90218,-1.05909,-9.22213,-1.96507,-10.6793,0.0357312,0.179656,0.190819,0.172014,-0.0285414,1.05162,0.631167,0.509813,0.744159,2.01541,1.83092,0.563257,1.26761,1.31198,2.21406,7.9022,-0.153332,-0.0546351,-0.266516,-0.644642,-1.40112,-3.18625,-0.204324
840,45,Female,No religion,Married,No,Had COVID,3,NA,,20260909002,-8.95183,-0.971063,-8.36426,-2.03815,-9.55982,-0.0191919,0.0478759,0.215451,0.308906,-0.156561,1.17878,0.632082,0.546849,0.794728,1.92534,1.61562,0.425163,1.13958,1.08127,1.81338,7.03367,-0.227368,-0.175102,-0.266038,-0.674967,-1.40516,-3.13129,-0.224496
841,37,Male,Christian,Single,No,Had COVID,4,NA,,20260909002,-9.04216,-1.05511,-8.30501,-2.02066,-9.7016,-0.0933095,-0.0890909,0.0696323,0.140942,-0.317326,1.21209,0.732199,0.568634,0.730837,2.04828,2.01331,0.697122,1.31676,1.37164,2.25409,6.9955,-0.169519,-0.0990084,-0.22892,-0.632649,-1.38636,-3.14475,-0.150502
842,56,Male,No religion,Single,No,Bereaved,2,2,Libertarianism,20260909002,-9.88429,-0.789178,-9.2777,-1.88615,-10.5925,-0.224809,-0.120439,-0.0319588,-0.124162,-0.128046,1.01571,0.509169,0.576445,0.695073,1.77966,1.79121,0.353669,1.28454,1.30346,1.96788,8.01456,-0.181731,-0.141305,-0.218267,-0.621396,-1.45133,-3.17482,-0.191652
843,58,Female,Christian,Married,No,None,4,4,Conspiracy Ideation,20260909002,-10.1846,-0.856532,-9.73625,-1.87736,-11.0702,-0.17501,-0.0621194,0.0891985,0.0233408,-0.184603,0.97276,0.489442,0.548254,0.6478,1.90569,1.55807,0.391566,1.18104,1.13947,2.07272,8.4351,-0.137397,-0.0793848,-0.224888,-0.690721,-1.36883,-3.12314,-0.195358
844,48,Female,Not answered,Married,Yes,None,4,NA,,20260909002,-9.90993,-0.915451,-9.26381,-2.07444,-10.4989,-0.115626,0.039529,0.123515,0.191753,-0.0972922,1.16327,0.589081,0.596366,1.043,1.80924,1.85152,0.571731,1.19511,1.40348,2.02935,8.01737,-0.199537,-0.137397,-0.278002,-0.663266,-1.39531,-3.10054,-0.203952
845,22,Male,No religion,Single,No,Bereaved,4,NA,,20260909002,-10.7982,-0.776521,-10.2999,-1.68867,-11.6097,-0.450373,-0.244287,-0.147719,-0.328614,-0.243556,0.948146,0.400583,0.488631,0.637952,1.74548,1.60197,0.433876,1.17784,1.29855,1.85287,9.1595,-0.160535,-0.157638,-0.245678,-0.675396,-1.414,-3.1394,-0.174545
846,73,Male,No religion,Single,No,Had COVID,4,2,Libertarianism,20260909002,-9.41605,-0.84912,-8.74236,-1.77833,-10.1801,-0.23746,-0.153926,-0.0131953,-0.0374792,-0.176352,1.08467,0.637249,0.578327,0.63444,1.96435,1.9377,0.57916,1.26296,1.2163,2.28527,7.52336,-0.152892,-0.075437,-0.239302,-0.70655,-1.39787,-3.13243,-0.167417
847,44,Male,Christian,Married,No,Had COVID,2,NA,,20260909002,-9.5662,-0.789842,-9.03133,-1.71647,-10.1811,-0.214454,-0.0801213,0.0988112,0.0107062,-0.162239,1.08371,0.542529,0.677794,0.850432,1.7669,1.73457,0.418953,1.1310500000000001,1.1426,1.78348,7.82209,-0.176551,-0.132819,-0.271287,-0.67637,-1.3772,-3.12785,-0.169029
848,38,Female,Christian,Single,No,Had COVID,1,NA,,20260909002,-11.9029,-0.765279,-11.5497,-1.93273,-12.695,-0.339695,-0.13826,-0.0215573,-0.169518,-0.156281,0.949744,0.478449,0.688241,0.925538,1.82806,1.58812,0.341338,1.23531,1.29813,1.80357,10.2691,-0.153362,-0.0787521,-0.266666,-0.70061,-1.42438,-3.16393,-0.201339
849,56,Male,No religion,Married,No,Had COVID,2,NA,,20260909002,-10.9741,-0.985688,-10.3675,-2.01303,-11.6015,-0.310742,-0.168782,0.00792837,-0.0600226,-0.360912,1.08664,0.557437,0.555374,0.785943,1.81736,1.8259,0.517034,1.26336,1.37045,2.01829,9.05617,-0.160122,-0.0664963,-0.243841,-0.619619,-1.40112,-3.13008,-0.192601
850,59,Male,Christian,Single,No,Had COVID,3,NA,,20260909002,-8.86977,-0.887221,-8.16812,-2.02858,-9.45038,-0.259184,-0.168942,-0.0217997,-0.107163,-0.233889,1.2644,0.657801,0.589737,0.978545,1.83412,1.82508,0.523062,1.34064,1.50211,2.09718,6.86706,-0.187642,-0.113556,-0.254261,-0.670423,-1.39243,-3.08847,-0.207293
851,30,Female,No religion,Single,Yes,Had COVID,3,NA,,20260909002,-10.3602,-0.806377,-9.95452,-1.88428,-11.1895,-0.326078,-0.179828,-5.30271e-4,-0.0431072,-0.28546,0.802847,0.423129,0.49137,0.699335,1.68067,1.63697,0.506213,1.30278,1.18258,2.10279,8.71534,-0.167559,-0.0790413,-0.262285,-0.695572,-1.39654,-3.17105,-0.162142
852,36,Male,No religion,Married,No,None,4,NA,,20260909002,-9.15393,-0.81285,-8.49596,-1.86056,-9.82007,-0.261095,-0.18397,0.0257245,-0.0046285400000000004,-0.198597,1.09626,0.521985,0.521591,0.783767,1.84301,1.77711,0.397019,1.11274,1.25404,1.99401,7.26925,-0.173721,-0.162767,-0.306989,-0.677225,-1.42407,-3.20228,-0.163238
853,38,Male,Christian,Married,Yes,Had COVID,2,NA,,20260909002,-10.1681,-1.02837,-9.65412,-1.98613,-11.1728,-0.402148,-0.145873,0.0476104,-0.0810116,-0.16022,1.1865,0.838329,0.625233,0.957631,2.38638,1.8891,0.738814,1.31292,1.36445,2.34162,8.31714,-0.107502,-0.0568218,-0.281992,-0.692796,-1.40581,-3.15804,-0.164931
854,90,Female,Not answered,Widowed,No,Had COVID,3,NA,,20260909002,-9.10576,-0.824145,-8.66194,-1.7718,-10.1285,-0.393767,-0.28692,0.016900600000000002,-0.153864,-0.192244,0.881162,0.595644,0.528779,0.652174,1.91585,1.61665,0.544968,1.13447,1.20457,2.06711,7.48648,-0.163644,-0.141255,-0.241687,-0.669481,-1.34538,-3.13125,-0.186404
855,63,Male,No religion,Single,Yes,None,2,NA,,20260909002,-9.71467,-0.715627,-9.02063,-1.67067,-10.39,-0.240864,-0.141728,0.0222773,-0.0613624,-0.103527,0.781276,0.197849,0.290948,0.56913,1.55586,1.71715,0.312631,1.1141,1.08992,1.8048,7.93416,-0.219138,-0.170331,-0.295813,-0.720825,-1.37139,-3.13692,-0.171583
856,30,Male,Muslim,Single,No,Had COVID,3,NA,,20260909002,-7.58525,-0.902399,-7.17356,-2.00756,-8.41774,-0.233749,0.0574299,0.0773361,0.00156904,-0.0396009,0.967226,0.476359,0.541902,0.900686,1.64368,1.77597,0.59143,1.27246,1.45695,2.0884,5.85823,-0.182474,-0.114001,-0.203392,-0.638505,-1.35024,-3.08295,-0.19376
857,72,Female,Christian,Married,No,None,4,NA,,20260909002,-9.34217,-0.875302,-9.01366,-1.93693,-10.1784,-0.18849,-0.0769769,0.13281,0.0670936,-0.314557,0.834249,0.540307,0.609222,0.776759,1.86274,1.57441,0.482532,1.24535,1.353,2.00527,7.62778,-0.195515,-0.126453,-0.207596,-0.679807,-1.33428,-3.06995,-0.204027
858,61,Female,Muslim,Married,No,None,2,NA,,20260909002,-11.2114,-0.941325,-10.5864,-1.98803,-11.8888,-0.297345,-0.0825087,0.0596111,0.117246,-0.235976,1.26854,0.715376,0.585831,0.930271,2.08299,1.8254,0.586073,1.12207,1.27132,2.13999,9.36949,-0.212666,-0.109305,-0.234438,-0.645841,-1.40951,-3.1262,-0.189545
859,69,Female,Christian,Married,No,Had COVID,3,NA,,20260909002,-9.18243,-0.830454,-8.72881,-1.72394,-9.94442,-0.29945,-0.174304,-0.00893593,-0.135608,-0.219872,1.0743,0.558302,0.655943,0.792593,1.90041,1.66232,0.41718,1.25575,1.10792,1.87646,7.44478,-0.155463,-0.121037,-0.263491,-0.705659,-1.40071,-3.14899,-0.18494
860,75,Female,No religion,Married,No,Had COVID,4,NA,,20260909002,-12.0798,-0.82321,-11.6016,-1.80895,-12.8296,-0.290116,-0.16056,0.0641545,0.0673074,-0.338149,1.16537,0.589384,0.553646,0.566513,1.9766,1.7806,0.517375,1.23916,1.07428,2.20454,10.3354,-0.194393,-0.104989,-0.25399,-0.674939,-1.38411,-3.12271,-0.214861
861,58,Male,Christian,Married,No,None,4,NA,,20260909002,-9.69242,-0.678185,-9.25365,-1.95997,-10.5391,-0.347112,-0.235886,0.104855,-0.0317968,-0.161999,1.14826,0.492181,0.63515,0.971657,1.81027,1.70155,0.339265,1.12881,1.20406,2.03768,7.98233,-0.183369,-0.100005,-0.228515,-0.63011,-1.39143,-3.15937,-0.188255
862,87,Female,Christian,Married,No,Had COVID,4,NA,,20260909002,-9.45163,-1.01395,-8.83222,-1.94856,-10.1096,-0.365659,-0.257006,-0.120697,-0.0863145,-0.240286,1.08364,0.674985,0.505949,0.864377,1.74236,1.82613,0.708738,1.38649,1.34974,2.01792,7.55692,-0.144576,-0.0687943,-0.244448,-0.650247,-1.41728,-3.11838,-0.171935
863,45,Male,Christian,Married,Yes,None,1,NA,,20260909002,-8.19835,-0.99415,-7.50703,-2.13715,-8.69464,-0.0584492,-0.0795252,0.0473268,0.0441134,-0.215068,1.14531,0.561467,0.662297,0.895029,1.69659,1.98669,0.65411,1.34125,1.67924,2.00561,6.10525,-0.182484,-0.114733,-0.237154,-0.623041,-1.39154,-3.0666,-0.207743
864,42,Female,Muslim,Divorced,No,Had COVID,4,NA,,20260909002,-11.4596,-0.955415,-10.913,-1.98465,-12.2099,-0.276415,-0.165203,-0.0392763,-0.0194955,-0.129643,1.11043,0.649498,0.613122,0.807091,1.88049,1.73561,0.497056,1.30009,1.27127,1.96146,9.60096,-0.200359,-0.0920362,-0.297569,-0.6964,-1.385,-3.09166,-0.173717
865,45,Female,No religion,Single,No,None,1,NA,,20260909002,-10.6633,-0.603594,-10.1712,-1.6922,-11.2836,-0.256145,-0.225992,-0.0822181,-0.0445614,-0.25460700000000003,0.856252,0.369064,0.521909,0.657128,1.59663,1.55756,0.273322,1.18387,1.10118,1.70662,9.09784,-0.215779,-0.120357,-0.254835,-0.624309,-1.36704,-3.07929,-0.198229
866,32,Female,No religion,Married,No,Had COVID,1,NA,,20260909002,-8.56563,-0.828137,-8.03255,-1.98814,-9.23653,-0.14236,-0.055205,0.128333,-0.00559537,-0.180923,1.09884,0.499254,0.583371,0.947294,1.97438,1.75011,0.44232,1.19674,1.3134,1.96134,6.66383,-0.139371,-0.0888764,-0.255103,-0.638616,-1.46719,-3.20428,-0.198583
867,59,Female,No religion,Married,No,None,2,NA,,20260909002,-10.5421,-0.877138,-10.08,-1.77624,-11.4371,-0.336065,-0.0975085,0.091571,0.00391774,-0.150944,0.82166,0.450297,0.440282,0.694365,1.7392,1.81633,0.619393,1.28444,1.27123,2.21364,8.87205,-0.175895,-0.121871,-0.250385,-0.653938,-1.37206,-3.14407,-0.216952
868,44,Male,Christian,Married,No,None,1,NA,,20260909002,-10.5254,-1.00931,-9.88892,-1.96077,-11.1527,-0.323032,-0.146867,-0.049543,-0.132978,-0.293798,1.33629,0.750081,0.533896,0.799695,1.93922,2.06027,0.746793,1.38182,1.52739,2.3025,8.5902,-0.202686,-0.16285,-0.265283,-0.633498,-1.38578,-3.12846,-0.17809
869,32,Female,No religion,Separated,Yes,Had COVID,1,NA,,20260909002,-10.1823,-1.06262,-9.5282,-1.92461,-10.9428,-0.291403,-0.0628828,0.0320219,-0.0389557,-0.0916727,1.01494,0.649078,0.545747,0.804041,1.85757,1.82259,0.608009,1.27438,1.38223,2.04317,8.23627,-0.165318,-0.120057,-0.23537,-0.675,-1.38095,-3.14017,-0.2076
870,21,Female,Not answered,Single,No,None,3,NA,,20260909002,-11.5672,-0.619092,-11.0306,-1.67649,-12.3593,-0.384986,-0.355671,-0.136068,-0.280434,-0.416166,1.01574,0.542793,0.547705,0.793993,1.95974,1.48569,0.179847,1.0165,1.06226,1.68137,9.9877300000000009,-0.154127,-0.0897323,-0.223364,-0.661463,-1.41278,-3.15206,-0.219249
871,26,Female,Christian,Single,No,None,3,NA,,20260909002,-10.1997,-1.00383,-9.61227,-1.89618,-11.0361,-0.0943472,0.166572,0.138979,0.0921291,0.0811435,0.781211,0.332736,0.452615,0.623997,1.75667,1.77728,0.521755,1.27496,1.35691,2.18807,8.32964,-0.189318,-0.202302,-0.294939,-0.765106,-1.42228,-3.16748,-0.198075
872,90,Male,Christian,Married,No,None,3,NA,,20260909002,-10.1323,-0.83802,-9.59703,-1.95577,-10.8549,-0.095122,-0.0266806,0.0985508,0.0700227,0.0165897,0.844762,0.33222,0.553485,0.749696,1.58933,1.79859,0.551932,1.34893,1.46248,2.06123,8.31478,-0.123917,-0.105045,-0.266472,-0.6719,-1.35554,-3.08889,-0.201854
873,56,Male,Christian,Married,No,Had COVID,3,4,Conspiracy Ideation,20260909002,-11.5779,-1.05898,-10.9568,-2.07147,-12.2189,-0.211458,-0.102034,0.00544174,-0.0119822,-0.0835001,1.06822,0.53677,0.604392,0.854146,1.78163,1.79973,0.58636,1.40275,1.45968,2.04415,9.5778,-0.200994,-0.11809,-0.288046,-0.654469,-1.37867,-3.04272,-0.188127
874,66,Female,Christian,Widowed,No,None,2,NA,,20260909002,-10.0536,-0.896238,-9.47491,-1.86528,-10.6912,-0.283582,-0.162146,0.00876798,-0.0480908,-0.357823,0.960271,0.46317,0.551056,0.693687,1.77075,1.8933,0.565968,1.21651,1.26437,2.07517,8.22549,-0.183736,-0.12043,-0.227988,-0.629165,-1.38128,-3.07403,-0.177716
875,72,Female,Christian,Single,No,None,2,NA,,20260909002,-10.8555,-0.781148,-10.5324,-1.79564,-11.6782,-0.586185,-0.380308,0.0770092,-0.189423,-0.426447,1.05105,0.554807,0.522558,0.807886,1.90136,1.71796,0.504553,1.29354,1.21529,1.89579,9.26269,-0.157033,-0.119345,-0.251426,-0.716127,-1.3945,-3.15382,-0.182616
876,40,Female,Christian,Single,Yes,Had COVID,4,NA,,20260909002,-9.82626,-0.756176,-9.20354,-1.72612,-10.5862,-0.144869,-0.0669617,0.0617023,-0.0303154,-0.188797,1.00164,0.458624,0.398838,0.539051,1.72444,1.5191,0.269065,1.02322,0.965757,1.88832,8.09995,-0.18469,-0.105574,-0.26402,-0.681629,-1.36712,-3.145,-0.174457
877,36,Male,Christian,Married,Yes,None,3,NA,,20260909002,-11.0427,-0.866033,-10.4186,-2.04229,-11.4994,-0.236881,-0.238114,-0.106235,-0.122251,-0.40606,1.19477,0.649099,0.568642,0.895463,1.90601,1.99011,0.632929,1.32858,1.47531,2.0329,9.14274,-0.185085,-0.0542997,-0.288884,-0.643426,-1.40829,-3.08918,-0.185462
878,69,Female,Christian,Married,No,None,1,NA,,20260909002,-9.43633,-0.641012,-9.03065,-1.76209,-10.0632,-0.306397,-0.244332,0.0386679,-0.0857727,-0.452357,0.930364,0.340577,0.45172,0.642579,1.63,1.48364,0.27375,1.18012,1.21042,1.75195,7.818,-0.163741,-0.132315,-0.257047,-0.66213,-1.39539,-3.18786,-0.177736
879,35,Male,Christian,Married,Yes,Had COVID,1,NA,,20260909002,-10.0642,-0.896073,-9.4057,-1.99373,-10.7783,-0.158168,0.0332329,0.111759,0.180171,0.0590413,0.999629,0.430618,0.419568,0.67936,1.88011,1.78652,0.416114,1.26756,1.32972,2.02473,8.14399,-0.230647,-0.142662,-0.307441,-0.720037,-1.39283,-3.11364,-0.196496
880,52,Female,Christian,Widowed,No,Had COVID,3,NA,,20260909002,-10.2558,-0.627174,-9.68214,-1.67222,-10.8806,-0.37811,-0.33289,-0.0820831,-0.179697,-0.517201,0.911036,0.265819,0.451908,0.721973,1.62833,1.48491,0.211704,1.07585,1.11236,1.78242,8.62122,-0.151605,-0.166831,-0.262797,-0.664717,-1.40231,-3.10276,-0.20457
881,60,Male,Other religion,Married,No,Bereaved,1,NA,,20260909002,-8.71673,-0.748189,-8.29778,-1.88109,-9.50963,-0.352511,-0.212171,-0.0148191,-0.024429,-0.043396,0.880395,0.415459,0.528598,0.701164,1.55034,1.58578,0.323901,1.23863,1.19579,1.78318,6.99114,-0.173567,-0.161246,-0.228401,-0.599587,-1.40255,-3.10133,-0.180608
882,35,Male,Sikh,Married,No,None,3,NA,,20260909002,-11.0638,-0.921479,-10.3592,-1.99059,-11.9737,-0.248519,-0.137471,0.0646067,-0.0966598,-0.144375,1.00966,0.393747,0.367503,0.78827,1.95907,1.87776,0.558564,1.2584,1.4568,2.33834,9.13008,-0.186485,-0.12128,-0.187889,-0.692957,-1.36881,-3.06827,-0.154584
883,22,Female,Christian,Single,No,Bereaved,3,NA,,20260909002,-9.83552,-0.926482,-9.24686,-1.94461,-10.6072,-0.183607,-0.024512,0.135163,0.0116172,-0.132253,0.981001,0.481663,0.506459,0.655334,1.83112,1.7199,0.484808,1.27505,1.34313,2.06554,7.94491,-0.201576,-0.12871,-0.277894,-0.711786,-1.38524,-3.16679,-0.186327
884,68,Male,No religion,Divorced,No,Had COVID,2,NA,,20260909002,-9.45163,-1.01395,-8.83222,-1.94856,-10.1096,-0.365659,-0.257006,-0.120697,-0.0863145,-0.240286,1.08364,0.674985,0.505949,0.864377,1.74236,1.82613,0.708738,1.38649,1.34974,2.01792,7.55692,-0.144576,-0.0687943,-0.244448,-0.650247,-1.41728,-3.11838,-0.171935
885,50,Female,Not answered,Married,No,Bereaved,2,NA,,20260909002,-8.81322,-0.706016,-8.0743,-1.74086,-9.28597,-0.369097,-0.177838,-0.0151818,-0.04921,-0.297219,1.08159,0.370402,0.460723,0.618394,1.59489,1.91149,0.451986,1.14065,1.23418,1.94552,6.96451,-0.186009,-0.174242,-0.231963,-0.646952,-1.38636,-3.10801,-0.247532
886,66,Male,Muslim,Married,No,Had COVID,4,NA,,20260909002,-9.19596,-0.633045,-8.71266,-1.5512,-9.82538,-0.390448,-0.320118,-0.116488,-0.286919,-0.416013,0.98345,0.492459,0.520082,0.589499,1.65915,1.59655,0.436914,1.12805,1.06793,1.86999,7.59784,-0.149655,-0.108566,-0.268577,-0.686691,-1.37877,-3.09647,-0.21208
887,47,Female,No religion,Married,Yes,Long COVID,3,NA,,20260909002,-10.2954,-1.03351,-9.64584,-2.00533,-11.0058,-0.199897,4.53959e-4,-0.00677451,-0.115542,-0.0930713,1.03433,0.549882,0.609802,1.03232,1.83368,1.83025,0.510205,1.08164,1.33377,1.9103,8.38646,-0.136825,-0.0860632,-0.240478,-0.659538,-1.3847,-3.12075,-0.170875
888,83,Female,No religion,Divorced,No,None,1,NA,,20260909002,-10.252,-0.840702,-9.64173,-1.90832,-11.0665,-0.411741,-0.219009,-0.0378352,-0.0988667,-0.186701,1.13935,0.518364,0.550008,0.874131,1.85831,1.8073,0.51325,1.24517,1.31762,2.12504,8.45358,-0.168612,-0.152442,-0.209584,-0.653734,-1.39108,-3.1003,-0.201293
889,26,Male,Not answered,Married,No,None,1,NA,,20260909002,-11.1571,-1.11793,-10.4853,-1.98335,-11.8608,-0.140316,-0.0509883,0.0835689,0.10672,-0.0974605,1.21262,0.671753,0.63027,0.743075,1.9572,1.98597,0.607691,1.34764,1.44781,1.92391,9.11683,-0.164531,-0.186633,-0.272846,-0.69023,-1.43238,-3.17733,-0.18851
890,46,Female,Christian,Single,No,Had COVID,3,NA,,20260909002,-10.4308,-0.988465,-9.85244,-1.8546,-11.0859,-0.118872,0.0376083,0.172201,-0.0036175,0.0155512,1.17577,0.502996,0.540702,0.658318,1.67383,1.78316,0.588894,1.25159,1.34632,2.06614,8.50121,-0.184732,-0.0811393,-0.246869,-0.660347,-1.36881,-3.09144,-0.194255
891,65,Male,Christian,Married,No,Had COVID,1,NA,,20260909002,-10.8465,-0.858476,-10.2532,-1.79532,-11.6715,-0.230302,-0.166479,0.0742355,-0.0933167,-0.227027,0.939453,0.451488,0.425829,0.571916,2.04155,1.73232,0.420021,1.29392,1.23073,2.01923,9.00069,-0.159206,-0.135243,-0.265024,-0.693347,-1.39809,-3.17869,-0.179638
892,73,Male,No religion,Married,No,Bereaved,2,NA,,20260909002,-10.9492,-1.02633,-10.1164,-1.98518,-11.6631,-0.0962369,-0.10323,0.0792016,0.0424051,-0.251984,1.22739,0.705681,0.617472,0.918094,2.12355,1.98199,0.620435,1.22671,1.33626,2.33821,8.83479,-0.181564,-0.124554,-0.292823,-0.725656,-1.41212,-3.17566,-0.19914
893,48,Female,Christian,Married,Yes,Had COVID,4,NA,,20260909002,-8.36523,-0.692388,-7.82751,-1.78495,-9.24121,-0.398385,-0.231805,-0.0501409,-0.156757,-0.257242,1.06187,0.495565,0.427706,0.817091,2.02833,1.6828,0.457809,1.12282,1.17283,1.92021,6.73425,-0.151008,-0.124645,-0.232268,-0.67997,-1.35098,-3.07045,-0.147464
894,40,Female,No religion,Married,Yes,Bereaved,2,NA,,20260909002,-10.6339,-0.792364,-9.88402,-1.67589,-11.2818,-0.301675,-0.15837,-0.0492754,-0.0522587,-0.193431,1.07643,0.530741,0.419811,0.684884,1.63741,1.72419,0.500324,1.12018,1.19619,1.97624,8.89527,-0.155018,-0.153174,-0.271301,-0.703932,-1.40098,-3.09382,-0.187222
895,28,Female,Hindu,Married,No,Had COVID,2,NA,,20260909002,-8.92558,-0.780359,-8.46585,-1.89324,-9.69326,-0.0590463,0.0766254,0.135788,0.0386741,-0.0848669,0.766759,0.346771,0.517536,0.784819,1.59137,1.59377,0.339375,1.18843,1.2682,1.76292,7.26592,-0.15183,-0.139196,-0.270394,-0.686401,-1.324,-3.08113,-0.139255
896,58,Female,Sikh,Single,No,None,4,NA,,20260909002,-9.35658,-0.870233,-8.81518,-1.96352,-9.84549,-0.160271,-0.118236,0.0334846,0.021228,-0.19286,1.06175,0.446056,0.481652,0.673745,1.54548,1.78076,0.37295,1.28863,1.12307,1.85232,7.41109,-0.161609,-0.0690051,-0.280276,-0.610404,-1.4249,-3.12789,-0.185484
897,32,Female,Not answered,Single,No,Had COVID,4,NA,,20260909002,-10.4948,-0.942001,-9.88774,-1.85711,-11.4553,-0.448322,-0.190671,-0.0683451,-0.199579,-0.193602,1.06252,0.711964,0.602227,0.895488,2.09789,2.04115,0.66375,1.3377,1.35876,2.2967,8.67152,-0.161467,-0.132156,-0.212277,-0.677346,-1.4002,-3.13412,-0.167141
898,42,Female,Not answered,Married,Yes,Bereaved,3,NA,,20260909002,-9.79989,-0.873497,-9.09941,-1.79587,-10.4738,-0.207506,-0.162189,0.0300079,-0.112582,-0.125901,1.19978,0.525785,0.502218,0.769749,1.7871,1.64734,0.391419,0.993646,0.985455,1.93113,7.88477,-0.181926,-0.12231,-0.242947,-0.657059,-1.40346,-3.09161,-0.196254
899,20,Male,No religion,Single,No,None,3,NA,,20260909002,-11.1541,-0.921777,-10.6332,-1.96236,-11.8382,-0.142094,-0.0841288,0.075078,0.0403243,-0.165488,0.991856,0.504906,0.559726,0.75958,1.68711,1.92563,0.720467,1.36191,1.44901,2.20656,9.34531,-0.154929,-0.106164,-0.225511,-0.638672,-1.39332,-3.1025,-0.216015
900,24,Female,No religion,Divorced,No,Had COVID,1,NA,,20260909002,-10.6261,-0.709036,-10.1252,-1.78044,-11.3934,-0.439919,-0.233413,-0.0283884,-0.242322,-0.26271,1.10248,0.539662,0.520165,0.546467,1.77979,1.85846,0.579233,1.23925,1.35864,2.06601,8.93064,-0.159972,-0.0706898,-0.283277,-0.688309,-1.38207,-3.14035,-0.153638
901,42,Female,No religion,Single,No,Had COVID,3,NA,,20260909002,-11.0947,-0.880744,-10.5487,-1.94548,-11.6557,-0.191489,-0.178965,0.0317992,0.023794,-0.246833,0.92567,0.493734,0.58365,0.757783,1.87789,1.80552,0.535376,1.29301,1.31511,1.94318,9.26446,-0.153745,-0.131635,-0.288691,-0.696632,-1.38255,-3.04487,-0.191217
902,54,Male,Christian,Married,No,None,1,NA,,20260909002,-10.7161,-0.799606,-10.0295,-1.67715,-11.4239,-0.196993,-0.116698,-0.104165,-0.0423594,-0.249315,0.886725,0.395583,0.47488,0.565336,1.66702,1.89661,0.53107,1.29422,1.16854,2.0988,8.90663,-0.176633,-0.125787,-0.275349,-0.773234,-1.33673,-3.13071,-0.18212
903,86,Female,Christian,Married,No,Had COVID,2,NA,,20260909002,-8.68641,-0.812893,-8.22015,-1.93994,-9.29411,-0.449069,-0.207394,-0.0238674,-0.10021,-0.267341,1.01559,0.393377,0.595386,0.927679,1.55423,1.76159,0.458787,1.22566,1.25924,1.84859,6.89045,-0.198846,-0.0868306,-0.2639,-0.663926,-1.41931,-3.16226,-0.21155
904,18,Female,Christian,Single,No,None,2,NA,,20260909002,-8.44922,-0.871068,-7.83087,-1.81286,-9.20036,-0.267997,-0.0808771,0.0155331,-0.0542396,-0.0286909,0.978911,0.431128,0.452239,0.662391,1.72908,1.73461,0.486085,1.10752,1.19403,2.09197,6.59889,-0.21152,-0.161735,-0.268336,-0.662907,-1.40144,-3.11383,-0.193213
905,58,Female,Not answered,Widowed,No,Had COVID,1,NA,,20260909002,-10.5005,-0.640121,-9.78431,-1.81094,-11.1141,-0.14071,-0.20988,-0.0351256,0.0243503,-0.201859,1.06605,0.462165,0.485588,0.766395,1.83722,1.81834,0.3712,1.0852,1.22888,1.94651,8.69115,-0.171059,-0.109932,-0.24392,-0.633298,-1.4061,-3.13837,-0.201888
906,78,Male,Christian,Widowed,No,None,3,NA,,20260909002,-9.28197,-0.672518,-8.8152,-1.8014,-9.96552,-0.258546,-0.118843,0.0401032,0.010168,-0.277706,1.02211,0.39634,0.536384,0.855114,1.58288,1.7114,0.345339,1.27618,1.3163,1.89303,7.61945,-0.194806,-0.157224,-0.235946,-0.665512,-1.34898,-3.11929,-0.212966
907,41,Female,Muslim,Single,Yes,Bereaved,4,NA,,20260909002,-11.5825,-1.11949,-10.8708,-2.02215,-12.2503,-0.120073,-0.00874402,0.152761,0.10915,-0.106303,1.32232,0.846245,0.581265,0.934253,2.05298,2.1799,0.805571,1.3106,1.48662,2.2896,9.51571,-0.134478,-0.16655,-0.223595,-0.681603,-1.40789,-3.17537,-0.194693
908,74,Female,No religion,Married,No,Bereaved,3,NA,,20260909002,-10.8185,-0.8791,-10.1872,-2.02484,-11.6483,-0.146162,-0.0141396,0.0500786,0.0312824,-0.0802182,0.89066,0.321587,0.359195,0.813312,1.72168,1.89449,0.579746,1.3025,1.60906,2.14825,9.01536,-0.165015,-0.126095,-0.261295,-0.716162,-1.3826,-3.17258,-0.197693
